Stock Number,Name,Brand,Collection,Department,Item Type,Styles,Gender,Materials,Description,Image 1,Details,Availability,Price Notes,Price,Width,Fit,Settings,Total Carat Weight,xItem Sub Type
"RG12009WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","74RD=.18 5RD/SAPH S=.62 18K","https://bassalijewelry.com/images/items/RG12009WDS.jpg","","2","","2280","","","","","Band"
"RG12010WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","22RD=.16 18KW","https://bassalijewelry.com/images/items/RG12010WD.jpg","","1","","1050","","","","","Fashion"
"RG12012WDR","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","49RD=.17 2RD/RUBY R=.08 18KW","https://bassalijewelry.com/images/items/RG12012WDR.jpg","","1","","1590","","","","","Fashion"
"RG12012WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","49RD=.17 2RD/SAPH S=.07 18KW","https://bassalijewelry.com/images/items/RG12012WDS.jpg","","2","","1470","","","","","Fashion"
"RG12013D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Yellow Gold","48RD=.24 18KY","https://bassalijewelry.com/images/items/RG12013D.jpg","","1","","1680","","","","","Band"
"RG12013KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Rose Gold","48RD=.24 18KR","https://bassalijewelry.com/images/items/RG12013KD.jpg","","1","","1680","","","","","Band"
"RG12013WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","48RD=.24 18KW","https://bassalijewelry.com/images/items/RG12013WD.jpg","","1","","1680","","","","","Band"
"RG12019WDE","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","6RD=.17 7RD/EMER E=.20 14KW","https://bassalijewelry.com/images/items/RG12019WDE.jpg","","2","","1200","","","","","Band"
"RG12019WDR","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","6RD=.17 7RD/RUBY R=.28 14KW","https://bassalijewelry.com/images/items/RG12019WDR.jpg","","2","","1170","","","","","Band"
"RG12019WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","6RD=.17 7RD/SAPH S=.27 14KW","https://bassalijewelry.com/images/items/RG12019WDS.jpg","","1","","1170","","","","","Band"
"RG12020WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","8RD=.06 5RD/SAPH S=.21 14KW","https://bassalijewelry.com/images/items/RG12020WDS.jpg","","1","","840","","","","","Band"
"RG12021WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","6RD=.19 7RD/SAPH S=.31 14KW","https://bassalijewelry.com/images/items/RG12021WDS.jpg","","2","","1440","","","","","Band"
"RG12022XD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Two-tone","23RD=.26 14KWY","https://bassalijewelry.com/images/items/RG12022XD.jpg","","1","","1860","","","","","Band"
"RG12023D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","63RD=.35 14KY","https://bassalijewelry.com/images/items/RG12023D.jpg","","1","","2280","","","","","Fashion"
"RG12036D","","Bassali Jewelry","","Bridal-engagement","Necklace","","M","14K Yellow Gold","57RD=.51 14KY","https://bassalijewelry.com/images/items/RG12036D.jpg","","1","","2250","","","","","Band"
"RG12038D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","27RD=.08 9BG=.20 14KY","https://bassalijewelry.com/images/items/RG12038D.jpg","","2","","1320","","","","","Band"
"RG12038KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","27RD=.08 9BG=.20 14KR","https://bassalijewelry.com/images/items/RG12038KD.jpg","","1","","1320","","","","","Band"
"RG12038WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","27RD=.08 9BG=.20 14KW","https://bassalijewelry.com/images/items/RG12038WD.jpg","","4","","1320","","","","","Band"
"RG12040D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","10RD=.31 14KY","https://bassalijewelry.com/images/items/RG12040D.jpg","","1","","1440","","","","","Band"
"RG12040KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","10RD=.31 14KR","https://bassalijewelry.com/images/items/RG12040KD.jpg","","1","","1410","","","","","Band"
"RG12040WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","10RD=.31 14KW","https://bassalijewelry.com/images/items/RG12040KD.jpg","","1","","1410","","","","","Band"
"RG12041KDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","50RD=.13 1SA=.03 14KR","https://bassalijewelry.com/images/items/RG12041KDS.jpg","","2","","690","","","","","Fashion"
"RG12041WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","50RD=.13 1SA=.03 14KW","https://bassalijewelry.com/images/items/RG12041WDS.jpg","","1","","690","","","","","Fashion"
"RG12042WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","13RD=.14 14KW","https://bassalijewelry.com/images/items/RG12042WD.jpg","","1","","810","","","","","Fashion"
"RG12044KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","46RD=.09 14KR","https://bassalijewelry.com/images/items/RG12044KD.jpg","","2","","540","","","","","Fashion"
"RG12045KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","8RD=.04 14KR","https://bassalijewelry.com/images/items/RG12045KD.jpg","","2","","390","","","","","Fashion"
"RG12045WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","8RD=.04 14KW","https://bassalijewelry.com/images/items/RG12045WD.jpg","","2","","390","","","","","Fashion"
"RG12047WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","58RD=.17 14KW","https://bassalijewelry.com/images/items/RG12047WD.jpg","","1","","1320","","","","","Fashion"
"RG12049WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","32RD=.43 14KW","https://bassalijewelry.com/images/items/RG12049WD.jpg","","1","","2220","","","","","Fashion"
"RG12051WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","42RD=.29 14KW","https://bassalijewelry.com/images/items/RG12051WD.jpg","","1","","1650","","","","","Fashion"
"RG12052WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","42RD=.26 14KW","https://bassalijewelry.com/images/items/RG12052WD.jpg","","1","","1590","","","","","Fashion"
"RG12053KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","36RD=.21 14KR","https://bassalijewelry.com/images/items/RG12053KD (2).jpg","","1","","1020","","","","","Fashion"
"RG12080WDB","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","46RD=.28 1CC/BTOP BT=3.96 18KW","https://bassalijewelry.com/images/items/RG12080WDB.jpg","","1","","3000","","","","","Centerstone"
"RG12091WDE","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","7RD=.15 8RD/EMER E=.14 18KW","https://bassalijewelry.com/images/items/RG12091WDE.jpg","","2","","1800","","","","","Band"
"RG12092WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","16RD=.14 1OV34RD/SA S=1.66 18K","https://bassalijewelry.com/images/items/RG12092WDS.jpg","","1","","5550","","","","","Centerstone"
"RG12093WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","28RD=.37 1OV34RD/SA S=1.60 18K","https://bassalijewelry.com/images/items/RG12093WDS.jpg","","1","","7200","","","","","Centerstone"
"RG12099D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","18RD=.06 4BD=.10 14K","https://bassalijewelry.com/images/items/RG12099D.jpg","","1","","750","","","","","Fashion"
"RG12100BD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","11BD=.27 14KY","https://bassalijewelry.com/images/items/RG12100BD.jpg","","1","","1140","","","","","Band"
"RG12100D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","11RD=.23 14KY","https://bassalijewelry.com/images/items/RG12100D.jpg","","1","","1170","","","","","Band"
"RG12100KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","11RD=.23 14KR","https://bassalijewelry.com/images/items/RG12100KD.jpg","","1","","1170","","","","","Band"
"RG12100WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","11RD=.23 14KW","https://bassalijewelry.com/images/items/RG12100WD.jpg","","1","","1170","","","","","Band"
"RG12107KDPS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","2RD=.14 5OV/PSAP PS=1.90 14K","https://bassalijewelry.com/images/items/RG12107KDPS.jpg","","1","","1740","","","","","Band"
"RG12107WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","2RD=.18 5OV/SAPH S=2.29 14K","https://bassalijewelry.com/images/items/RG12107WDS.jpg","","1","","1980","","","","","Band"
"RG12111WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","84RD=.21 5OV/SAPH S=2.86 14K","https://bassalijewelry.com/images/items/RG12111WDS.jpg","","1","","2400","","","","","Band"
"RG12112KDPS","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","28RD=.16 6OV/PSAP PS=1.33 2WS=.40 14K","https://bassalijewelry.com/images/items/RG12112KDPS.jpg","","1","","1800","","","","","Fashion"
"RG12112WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","28RD=.16 6OV/SAPH S=1.36 2WS=.40 14K","https://bassalijewelry.com/images/items/RG12112WDS.jpg","","1","","1800","","","","","Fashion"
"RG12113WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","32RD=.37 3EC/SAPH S=.90 14K","https://bassalijewelry.com/images/items/RG12113WDS.jpg","","1","","2400","","","","","Fashion"
"RG12114KDMS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","58RD=.14 7MS=2.51 14KR","https://bassalijewelry.com/images/items/RG12114DMS.jpg","","1","","2070","","","","","Band"
"RG12114WDPS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","64RD=.34 7OV/PSAP PS=2.10 14K","https://bassalijewelry.com/images/items/RG12114WDPS.jpg","","1","","2730","","","","","Band"
"RG12119DBD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","42RD=.15 31BD=.12 14K","https://bassalijewelry.com/images/items/RG12119DBD.jpg","","3","","1080","","","","","Band"
"RG12119DE","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","42RD=.15 31EM=.12 14KY","https://bassalijewelry.com/images/items/RG12119DE.jpg","","1","","1080","","","","","Band"
"RG12119KDR","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","42RD=.15 31RU=.15 14KR","https://bassalijewelry.com/images/items/RG12119KDR.jpg","","1","","1080","","","","","Band"
"RG12121WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","52RD=.12 14K","https://bassalijewelry.com/images/items/RG12121WD.jpg","","1","","780","","","","","Band"
"RG12122DA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","55RD=.17 1SC/AMET=1.60 14KY","https://bassalijewelry.com/images/items/RG12122KDA.jpg","","1","","1560","","","","","Centerstone"
"RG12122KDA","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","55RD=.17 1SC/AMET=1.60 14K","https://bassalijewelry.com/images/items/RG12122KDA.jpg","","3","","1590","","","","","Centerstone"
"RG12122KDB","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","55RD=.17 1SC/LBTP=2.06 14KR","https://bassalijewelry.com/images/items/RG12122KDB.jpg","","3","","1650","","","","","Centerstone"
"RG12122WDLB","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","55RD=.17 1SC/LBTP=2.06 14KW","https://bassalijewelry.com/images/items/RG12122WDLB.jpg","","1","","1650","","","","","Centerstone"
"RG12123DA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","26RD=.10 1SC/AMET A=.81 14KY","https://bassalijewelry.com/images/items/RG12123DA.jpg","","4","","1080","","","","","Centerstone"
"RG12123DWT","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","26RD=.10 1SC/WTTP WT=1.13 14K","https://bassalijewelry.com/images/items/RG12123DWT.jpg","","4","","1020","","","","","Centerstone"
"RG12123KDLB","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","26RD=.10 1SC/LBTP LB=1.11 14K","https://bassalijewelry.com/images/items/RG12123KDLB.jpg","","4","","1050","","","","","Centerstone"
"RG12123WDO","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","26RD=.10 1SC/ONYX ON=.83 14KW","https://bassalijewelry.com/images/items/RG12123KDLB.jpg","","2","","1080","","","","","Centerstone"
"RG12124DA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","34RD=.17 1SC/AMET A=2.28 14KY","https://bassalijewelry.com/images/items/RG12124DA.jpg","","2","","1500","","","","","Centerstone"
"RG12124DWQ","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","34RD=.17 1SC/WQTZ WQ=2.40 14KY","https://bassalijewelry.com/images/items/RG12124DWQ.jpg","","4","","1380","","","","","Centerstone"
"RG12124KDLB","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","34RD=.17 1SC/LBTP LB=2.91 14KR","https://bassalijewelry.com/images/items/RG12124KDLB.jpg","","1","","1650","","","","","Centerstone"
"RG12124WDO","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","34RD=.17 1SC/ONYX ON=2.07 14KW","https://bassalijewelry.com/images/items/RG12124DWQ.jpg","","1","","1380","","","","","Centerstone"
"RG12131D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","12RD=.27 14KY","https://bassalijewelry.com/images/items/RG12131D.jpg","","1","","1320","","","","","Band"
"RG12131KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","12RD=.27 14KR","https://bassalijewelry.com/images/items/RG12131KD.jpg","","1","","1320","","","","","Band"
"RG12131WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","12RD=.27 14KW","https://bassalijewelry.com/images/items/RG12131WD.jpg","","1","","1320","","","","","Band"
"RG12132D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","23RD=.16 14KY","https://bassalijewelry.com/images/items/RG12132D.jpg","","2","","1140","","","","","Fashion"
"RG12133D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","9RD=.07 14KY","https://bassalijewelry.com/images/items/RG12133D.jpg","","1","","930","","","","","Fashion"
"RG12134D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","21RD=.14 14KY","https://bassalijewelry.com/images/items/RG12134D.jpg","","1","","1050","","","","","Fashion"
"RG12135KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","33RD=.21 14KR","https://bassalijewelry.com/images/items/RG12135KD.jpg","","1","","1350","","","","","Fashion"
"RG12136D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","51RD=.23 14KY","https://bassalijewelry.com/images/items/RG12136D.jpg","","1","","1650","","","","","Fashion"
"RG12137D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","43RD=.26 14KY","https://bassalijewelry.com/images/items/RG12137D.jpg","","1","","1920","","","","","Fashion"
"RG12138XD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","26RD=.13 14KYW","https://bassalijewelry.com/images/items/RG12138XD.jpg","","1","","1080","","","","","Fashion"
"RG12141ZD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","19RD=.10 14KRW","https://bassalijewelry.com/images/items/RG12141ZD.jpg","","1","","1140","","","","","Fashion"
"RG12156KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","12RD=.03 14KR","https://bassalijewelry.com/images/items/RG12156KD.jpg","","1","","540","","","","","Fashion"
"RG12168KDR","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","4RD=.02 1OV4PS/RUBY R=.94 14K","https://bassalijewelry.com/images/items/RG12168KDR.jpg","","1","","1200","","","","","Fashion"
"RG12172WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","132RD=.68 5SA=1.04 14KW","https://bassalijewelry.com/images/items/RG12172WDS.jpg","","1","","3900","","","","","Fashion"
"RG12174DYS","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","32RD=.35 3YS=1.04 14KY","https://bassalijewelry.com/images/items/RG12174DYS.jpg","","1","","2100","","","","","Fashion"
"RG12174KDPS","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","32RD=.35 3PS=.90 14KR","https://bassalijewelry.com/images/items/RG12174KDPS.jpg","","1","","2220","","","","","Fashion"
"RG12175WDMS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","42RD=.34 7MS=1.53 14KW","https://bassalijewelry.com/images/items/RG12175WDMS.jpg","","1","","2250","","","","","Band"
"RG12177KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","20RD=.05 14KR","https://bassalijewelry.com/images/items/RG12177KD.jpg","","1","","570","","","","","Fashion"
"RG12177WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","20RD=.05 14KW","https://bassalijewelry.com/images/items/RG12177WD.jpg","","2","","570","","","","","Fashion"
"RG12177XD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","20RD=.05 14KYW","https://bassalijewelry.com/images/items/RG12177XD.jpg","","2","","570","","","","","Fashion"
"RG12178D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","9RD=.59 14KY","https://bassalijewelry.com/images/items/RG12178D.jpg","","2","","2280","","","","","Band"
"RG12189D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","103RD=.27 14KY","https://bassalijewelry.com/images/items/RG12189D.jpg","","1","","2040","","","","","Fashion"
"RG12190WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","2RD=.14 5OV/SAPH S=2.19 14KW","https://bassalijewelry.com/images/items/RG12190WDS.jpg","","1","","2220","","","","","Band"
"RG12191WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","45RD=1.36 18KW","https://bassalijewelry.com/images/items/RG12191WD.jpg","","1","","6210","","","","","Band"
"RG12192WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","54RD=.81 18KW","https://bassalijewelry.com/images/items/RG12192WD.jpg","","1","","4050","","","","","Band"
"RG12199WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","88RD=1.90 18KW","https://bassalijewelry.com/images/items/RG12199WD.jpg","","1","","9180","","","","","Band"
"RG12200WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","50RD=1.01 18KW","https://bassalijewelry.com/images/items/RG12200WD.jpg","","1","","5040","","","","","Band"
"RG12201WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","45RD=.79 18KW","https://bassalijewelry.com/images/items/RG12201WD.jpg","","1","","3540","","","","","Band"
"RG12202WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","45RD=1.02 18KW","https://bassalijewelry.com/images/items/RG12202WD.jpg","","1","","5040","","","","","Band"
"RG12203WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","62RD=1.28 18KW","https://bassalijewelry.com/images/items/RG12203WD.jpg","","1","","6360","","","","","Band"
"RG12204WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","59RD=1.73 18KW","https://bassalijewelry.com/images/items/RG12204WD.jpg","","1","","7950","","","","","Band"
"RG12205WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","81RD=1.08 18KW","https://bassalijewelry.com/images/items/RG12205WD.jpg","","1","","5280","","","","","Fashion"
"RG12215WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","5PSD=.45 40RD=.33 18KW","https://bassalijewelry.com/images/items/RG12215WD.jpg","","1","","4320","","","","","Fashion"
"RG12216WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","40RD=.35 5PS/SAPH S=.94 18KW","https://bassalijewelry.com/images/items/RG12216WDS.jpg","","1","","3180","","","","","Fashion"
"RG12218D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Yellow Gold","17RD=.11 18KY","https://bassalijewelry.com/images/items/RG12218D.jpg","","1","","900","","","","","Band"
"RG12218KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Rose Gold","17RD=.11 18KR","https://bassalijewelry.com/images/items/RG12218KD.jpg","","1","","900","","","","","Band"
"RG12218WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","17RD=.11 18KW","https://bassalijewelry.com/images/items/RG12218WD.jpg","","1","","900","","","","","Band"
"RG12219WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","6RD=.10 18KW","https://bassalijewelry.com/images/items/RG12219WD.jpg","","1","","900","","","","","Band"
"RG12221WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","9RD=.10 18KW","https://bassalijewelry.com/images/items/RG12221WD.jpg","","1","","960","","","","","Band"
"RG12222WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","6BD=.26 4RD=.09 18KW","https://bassalijewelry.com/images/items/RG12222WD.jpg","","1","","1740","","","","","Band"
"RG12223WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","17RD=.68 18KW","https://bassalijewelry.com/images/items/RG12223WD.jpg","","1","","3120","","","","","Band"
"RG12224WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","26RD=.56 18KW","https://bassalijewelry.com/images/items/RG12224WD.jpg","","1","","3000","","","","","Band"
"RG12225WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","58RD=.66 18KW","https://bassalijewelry.com/images/items/RG12225WD.jpg","","1","","3120","","","","","Band"
"RG12226D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Yellow Gold","15RD=.33 18KY","https://bassalijewelry.com/images/items/RG12226D.jpg","","2","","1740","","","","","Band"
"RG12226KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Rose Gold","15RD=.33 18KR","https://bassalijewelry.com/images/items/RG12226KD.jpg","","1","","1740","","","","","Band"
"RG12227KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Rose Gold","18RD=.46 18KR","https://bassalijewelry.com/images/items/RG12227KD.jpg","","1","","2400","","","","","Band"
"RG12228D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Yellow Gold","13RD=.37 18KY","https://bassalijewelry.com/images/items/RG12228D.jpg","","1","","2160","","","","","Band"
"RG12253XD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","8RD=.08 14KYW","https://bassalijewelry.com/images/items/RG12253XD.jpg","","2","","720","","","","","Fashion"
"RG12253ZD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","8RD=.08 14KRW","https://bassalijewelry.com/images/items/RG12253ZD.jpg","","2","","720","","","","","Fashion"
"RG12254XD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","16RD=.41 14KYW","https://bassalijewelry.com/images/items/RG12254XD.jpg","","2","","1740","","","","","Fashion"
"RG12255D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","17RD=.31 14KY","https://bassalijewelry.com/images/items/RG12255D.jpg","","1","","1260","","","","","Band"
"RG12255KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","17RD=.31 14KR","https://bassalijewelry.com/images/items/RG12255KD.jpg","","1","","1260","","","","","Band"
"RG12255WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","17RD=.31 14KW","https://bassalijewelry.com/images/items/RG12255WD.jpg","","1","","1260","","","","","Band"
"RG12261D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","7RD=.22 14KY","https://bassalijewelry.com/images/items/RG12261D.jpg","","1","","1050","","","","","Band"
"RG12261KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","7RD=.22 14KR","https://bassalijewelry.com/images/items/RG12261KD.jpg","","1","","1050","","","","","Band"
"RG12261WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","7RD=.22 14KW","https://bassalijewelry.com/images/items/RG12261D.jpg","","1","","1050","","","","","Band"
"RG12274D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","68RD=.61 14KY","https://bassalijewelry.com/images/items/RG12274D (2) - COPY.jpg","","1","","2550","","","","","Band"
"RG12276WDE","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","56RD=.53 1RD/EMER E=.60 14KW","https://bassalijewelry.com/images/items/RG12276WDE.jpg","","1","","3270","","","","","Centerstone"
"RG12276WDR","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","56RD=.53 1RD/RUBY R=.80 14KW","https://bassalijewelry.com/images/items/RG12276WDR.jpg","","1","","3510","","","","","Centerstone"
"RG12276WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","56RD=.53 1RD/SAPH S=.86 14KW","https://bassalijewelry.com/images/items/RG12276WDS.jpg","","1","","3180","","","","","Centerstone"
"RG12277KDMO","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","48RD=.30 1RD/MORG MG=.85 14KW","https://bassalijewelry.com/images/items/RG12277KDMO.jpg","","2","","1920","","","","","Centerstone"
"RG12277WDQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","48RD=.30 1RD/AQUA AQ=.72 14KW","https://bassalijewelry.com/images/items/RG12277WDQ.jpg","","2","","1860","","","","","Centerstone"
"RG12287DD","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","15RD=.06 1PERD=.29 14KY","https://bassalijewelry.com/images/items/RG12287DD.jpg","","1","","750","","","","","Centerstone"
"RG12287WDPT","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","15RD=.06 1PTOU=.20 14KY","https://bassalijewelry.com/images/items/RG12287WDPT.jpg","","1","","810","","","","","Centerstone"
"RG12288DC","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","18RD=.07 1OV/CITR C=.36 14KY","https://bassalijewelry.com/images/items/RG12288DC.jpg","","1","","780","","","","","Centerstone"
"RG12289WDA","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","18RD=.07 1SC/AMET A=.45 14KW","https://bassalijewelry.com/images/items/RG12289WDA.jpg","","1","","750","","","","","Centerstone"
"RG12290DA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","26RD=.13 1CC/AMET A=1.96 14KY","https://bassalijewelry.com/images/items/RG12290DA.jpg","","1","","1440","","","","","Centerstone"
"RG12290KDLB","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","26RD=.13 1CC/LBTP LB=2.50 14KR","https://bassalijewelry.com/images/items/RG12290KDLB.jpg","","1","","1500","","","","","Centerstone"
"RG12290KDMO","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","26RD=.13 1CC/MORG MG=1.77 14KR","https://bassalijewelry.com/images/items/RG12290KDMO.jpg","","1","","2100","","","","","Centerstone"
"RG12290WDQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","26RD=.13 1CC/AQUA AQ=1.59 14KW","https://bassalijewelry.com/images/items/RG12290KDLB.jpg","","1","","2010","","","","","Centerstone"
